id,zip_code,created_at,updated_at
296,1951,2021-09-20 10:21:50,2021-09-20 10:21:50
297,1950,2021-09-20 10:21:50,2021-09-20 10:21:50
298,1901,2021-09-20 10:21:50,2021-09-20 10:21:50
299,1903,2021-09-20 10:21:50,2021-09-20 10:21:50
300,1904,2021-09-20 10:21:50,2021-09-20 10:21:50
301,1902,2021-09-20 10:21:50,2021-09-20 10:21:50
302,1900,2021-09-20 10:21:50,2021-09-20 10:21:50
303,,2021-09-20 10:21:50,2021-09-20 10:21:50
304,,2021-09-20 10:21:50,2021-09-20 10:21:50
305,2140,2021-09-20 10:21:50,2021-09-20 10:21:50
306,2030,2021-09-20 10:21:50,2021-09-20 10:21:50
307,2032,2021-09-20 10:21:50,2021-09-20 10:21:50
308,2021,2021-09-20 10:21:50,2021-09-20 10:21:50
309,2022,2021-09-20 10:21:50,2021-09-20 10:21:50
310,2020,2021-09-20 10:21:50,2021-09-20 10:21:50
311,2000,2021-09-20 10:21:50,2021-09-20 10:21:50
312,2001,2021-09-20 10:21:50,2021-09-20 10:21:50
313,2002,2021-09-20 10:21:50,2021-09-20 10:21:50
314,2011,2021-09-20 10:21:50,2021-09-20 10:21:50
315,2013,2021-09-20 10:21:50,2021-09-20 10:21:50
316,2012,2021-09-20 10:21:50,2021-09-20 10:21:50
317,2010,2021-09-20 10:21:50,2021-09-20 10:21:50
318,2041,2021-09-20 10:21:50,2021-09-20 10:21:50
319,2040,2021-09-20 10:21:50,2021-09-20 10:21:50
320,2052,2021-09-20 10:21:50,2021-09-20 10:21:50
321,2051,2021-09-20 10:21:50,2021-09-20 10:21:50
322,2053,2021-09-20 10:21:50,2021-09-20 10:21:50
323,2055,2021-09-20 10:21:50,2021-09-20 10:21:50
324,2054,2021-09-20 10:21:50,2021-09-20 10:21:50
325,2050,2021-09-20 10:21:50,2021-09-20 10:21:50
326,2240,2021-09-20 10:21:50,2021-09-20 10:21:50
327,2216,2021-09-20 10:21:50,2021-09-20 10:21:50
328,2234,2021-09-20 10:21:50,2021-09-20 10:21:50
329,2230,2021-09-20 10:21:50,2021-09-20 10:21:50
330,2233,2021-09-20 10:21:50,2021-09-20 10:21:50
331,2231,2021-09-20 10:21:50,2021-09-20 10:21:50
332,2232,2021-09-20 10:21:50,2021-09-20 10:21:50
333,2270,2021-09-20 10:21:50,2021-09-20 10:21:50
334,2271,2021-09-20 10:21:50,2021-09-20 10:21:50
335,2261,2021-09-20 10:21:50,2021-09-20 10:21:50
336,2260,2021-09-20 10:21:50,2021-09-20 10:21:50
337,2262,2021-09-20 10:21:50,2021-09-20 10:21:50
338,2282,2021-09-20 10:21:50,2021-09-20 10:21:50
339,2280,2021-09-20 10:21:50,2021-09-20 10:21:50
340,2281,2021-09-20 10:21:50,2021-09-20 10:21:50
341,2210,2021-09-20 10:21:50,2021-09-20 10:21:50
342,2202,2021-09-20 10:21:50,2021-09-20 10:21:50
343,2204,2021-09-20 10:21:50,2021-09-20 10:21:50
344,2201,2021-09-20 10:21:50,2021-09-20 10:21:50
345,2200,2021-09-20 10:21:50,2021-09-20 10:21:50
346,2205,2021-09-20 10:21:50,2021-09-20 10:21:50
347,2203,2021-09-20 10:21:50,2021-09-20 10:21:50
348,2291,2021-09-20 10:21:50,2021-09-20 10:21:50
349,2290,2021-09-20 10:21:50,2021-09-20 10:21:50
350,2251,2021-09-20 10:21:50,2021-09-20 10:21:50
351,2250,2021-09-20 10:21:50,2021-09-20 10:21:50
352,2252,2021-09-20 10:21:50,2021-09-20 10:21:50
353,2221,2021-09-20 10:21:50,2021-09-20 10:21:50
354,2223,2021-09-20 10:21:50,2021-09-20 10:21:50
355,2222,2021-09-20 10:21:50,2021-09-20 10:21:50
356,2220,2021-09-20 10:21:50,2021-09-20 10:21:50
357,2420,2021-09-20 10:21:50,2021-09-20 10:21:50
358,2470,2021-09-20 10:21:50,2021-09-20 10:21:50
359,2440,2021-09-20 10:21:50,2021-09-20 10:21:50
360,2450,2021-09-20 10:21:50,2021-09-20 10:21:50
361,2416,2021-09-20 10:21:50,2021-09-20 10:21:50
362,2417,2021-09-20 10:21:50,2021-09-20 10:21:50
363,2430,2021-09-20 10:21:50,2021-09-20 10:21:50
364,2480,2021-09-20 10:21:50,2021-09-20 10:21:50
365,2460,2021-09-20 10:21:50,2021-09-20 10:21:50
366,2462,2021-09-20 10:21:50,2021-09-20 10:21:50
367,2490,2021-09-20 10:21:50,2021-09-20 10:21:50
368,2456,2021-09-20 10:21:50,2021-09-20 10:21:50
369,2446,2021-09-20 10:21:50,2021-09-20 10:21:50
370,2401,2021-09-20 10:21:50,2021-09-20 10:21:50
371,2400,2021-09-20 10:21:50,2021-09-20 10:21:50
372,2412,2021-09-20 10:21:50,2021-09-20 10:21:50
373,2410,2021-09-20 10:21:50,2021-09-20 10:21:50
374,2411,2021-09-20 10:21:50,2021-09-20 10:21:50
375,2140,2021-09-20 10:21:50,2021-09-20 10:21:50
376,2120,2021-09-20 10:21:50,2021-09-20 10:21:50
377,2151,2021-09-20 10:21:50,2021-09-20 10:21:50
378,2150,2021-09-20 10:21:50,2021-09-20 10:21:50
379,2111,2021-09-20 10:21:50,2021-09-20 10:21:50
380,2110,2021-09-20 10:21:50,2021-09-20 10:21:50
381,2100,2021-09-20 10:21:50,2021-09-20 10:21:50
382,2130,2021-09-20 10:21:50,2021-09-20 10:21:50
383,,2021-09-20 10:21:50,2021-09-20 10:21:50
384,,2021-09-20 10:21:50,2021-09-20 10:21:50
385,3360,2021-09-20 10:21:50,2021-09-20 10:21:50
386,3310,2021-09-20 10:21:50,2021-09-20 10:21:50
387,3350,2021-09-20 10:21:50,2021-09-20 10:21:50
388,3351,2021-09-20 10:21:50,2021-09-20 10:21:50
389,3352,2021-09-20 10:21:50,2021-09-20 10:21:50
390,3321,2021-09-20 10:21:50,2021-09-20 10:21:50
391,3320,2021-09-20 10:21:50,2021-09-20 10:21:50
392,3322,2021-09-20 10:21:50,2021-09-20 10:21:50
393,3302,2021-09-20 10:21:50,2021-09-20 10:21:50
394,3300,2021-09-20 10:21:50,2021-09-20 10:21:50
395,3301,2021-09-20 10:21:50,2021-09-20 10:21:50
396,3340,2021-09-20 10:21:50,2021-09-20 10:21:50
397,3341,2021-09-20 10:21:50,2021-09-20 10:21:50
398,3331,2021-09-20 10:21:50,2021-09-20 10:21:50
399,3330,2021-09-20 10:21:50,2021-09-20 10:21:50
400,3333,2021-09-20 10:21:50,2021-09-20 10:21:50
401,3332,2021-09-20 10:21:50,2021-09-20 10:21:50
402,3373,2021-09-20 10:21:50,2021-09-20 10:21:50
403,3372,2021-09-20 10:21:50,2021-09-20 10:21:50
404,3371,2021-09-20 10:21:50,2021-09-20 10:21:50
405,3374,2021-09-20 10:21:50,2021-09-20 10:21:50
406,3370,2021-09-20 10:21:50,2021-09-20 10:21:50
407,3250,2021-09-20 10:21:50,2021-09-20 10:21:50
408,3252,2021-09-20 10:21:50,2021-09-20 10:21:50
409,3251,2021-09-20 10:21:50,2021-09-20 10:21:50
410,3253,2021-09-20 10:21:50,2021-09-20 10:21:50
411,3220,2021-09-20 10:21:50,2021-09-20 10:21:50
412,3221,2021-09-20 10:21:50,2021-09-20 10:21:50
413,3224,2021-09-20 10:21:50,2021-09-20 10:21:50
414,3222,2021-09-20 10:21:50,2021-09-20 10:21:50
415,3223,2021-09-20 10:21:50,2021-09-20 10:21:50
416,3237,2021-09-20 10:21:50,2021-09-20 10:21:50
417,3234,2021-09-20 10:21:50,2021-09-20 10:21:50
418,3235,2021-09-20 10:21:50,2021-09-20 10:21:50
419,3230,2021-09-20 10:21:50,2021-09-20 10:21:50
420,3232,2021-09-20 10:21:50,2021-09-20 10:21:50
421,3233,2021-09-20 10:21:50,2021-09-20 10:21:50
422,3231,2021-09-20 10:21:50,2021-09-20 10:21:50
423,3203,2021-09-20 10:21:50,2021-09-20 10:21:50
424,3201,2021-09-20 10:21:50,2021-09-20 10:21:50
425,3202,2021-09-20 10:21:50,2021-09-20 10:21:50
426,3200,2021-09-20 10:21:50,2021-09-20 10:21:50
427,3240,2021-09-20 10:21:50,2021-09-20 10:21:50
428,3212,2021-09-20 10:21:50,2021-09-20 10:21:50
429,3213,2021-09-20 10:21:50,2021-09-20 10:21:50
430,3211,2021-09-20 10:21:50,2021-09-20 10:21:50
431,3214,2021-09-20 10:21:50,2021-09-20 10:21:50
432,3210,2021-09-20 10:21:50,2021-09-20 10:21:50
433,3010,2021-09-20 10:21:50,2021-09-20 10:21:50
434,3080,2021-09-20 10:21:50,2021-09-20 10:21:50
435,3081,2021-09-20 10:21:50,2021-09-20 10:21:50
436,3082,2021-09-20 10:21:50,2021-09-20 10:21:50
437,3893,2021-09-20 10:21:50,2021-09-20 10:21:50
438,3083,2021-09-20 10:21:50,2021-09-20 10:21:50
439,3084,2021-09-20 10:21:50,2021-09-20 10:21:50
440,3088,2021-09-20 10:21:50,2021-09-20 10:21:50
441,3087,2021-09-20 10:21:50,2021-09-20 10:21:50
442,3085,2021-09-20 10:21:50,2021-09-20 10:21:50
443,3086,2021-09-20 10:21:50,2021-09-20 10:21:50
444,3040,2021-09-20 10:21:50,2021-09-20 10:21:50
445,3041,2021-09-20 10:21:50,2021-09-20 10:21:50
446,3070,2021-09-20 10:21:50,2021-09-20 10:21:50
447,3050,2021-09-20 10:21:50,2021-09-20 10:21:50
448,3062,2021-09-20 10:21:50,2021-09-20 10:21:50
449,3063,2021-09-20 10:21:50,2021-09-20 10:21:50
